package Sundance::rurban::2022; # -*- perl -*-
#!/usr/bin/perl
# Sundance 2022 Critics Ratings
# {'A+' => 10,  'A' => 9,   'A-' => 8,
#  'B+' => 7,   'B' => 6,   'B-' => 5,
#  'C+' => 4,   'C' => 3,   'C-' => 2,
#  'D+' => 1.5, 'D' => 1,   'D-' => 1,
#  'E+' => 0.5, 'E' => 0.5, 'E-' => 0.5,
#  'F+' => 0,   'F' => 0,   'F-' => 0};
# SLCWeekly: 0-4stars:
# 0.5 - 1.25, 1 - 2.5, 1.5 - 3.75, 2 -> 5, 2.5 - 6.25, 3 - 7.5, 3.5 - 8.75, 4 - 10

use utf8;
our $DATA= <<'EOF';

U.S. DRAMATIC COMPETITION

"892" (Abi Damaris Corbin) [U.S. Dramatic]
Peter Bradshaw    6    https://www.theguardian.com/film/2022/jan/21/892-review-john-boyega-holds-together-by-the-book-hostage-drama
Tim Grierson            https://www.screendaily.com/reviews/892-sundance-review/5166766.article
BenVasion           10   https://letterboxd.com/benvasion/film/after-yang/
Isaiah Bryant       10   https://letterboxd.com/isaiahbryant/film/after-yang/
jacob klipstein     10
Frances Meh         10
vince               10
Monica Roebuck      10
parker              10
Ben                 10   https://letterboxd.com/neb810/film/after-yang/
MNur                10
Spencer             10
Illumatronics       10
cozmonaughty        10
Brandon Streussnig  10
Harrison            10
Jaime Rebanal       10
Wolfentipp          10
Robertocpg          10
a24wannabe          10
Kris                10
Maxton              10
Al10nsy             10
bailee steffer      10
Colton Simpson      10
danny🥀              10
Logan Reardon       10
George Westaway     10   https://letterboxd.com/westaway/film/after-yang/
ketchuplord68       10
Emmylou             10
aidan042601         10   https://letterboxd.com/aidan042601/film/after-yang/
gabi 🇧🇷             10   https://letterboxd.com/goobalicious/film/after-yang/
kevinoleary54       10
Bryce Warren        10
Jake Fisher         10
sofia               10
Li Lai              10
George Ehret        10
Kamryn              10
100dane100          10
David Cavazos       10
gracearnprie        10
rachael ogilvie     10
John Kasra          10
✧adeline 🔪✧         10
viking              10
Ian                 10
juneauq5590         10
StreetsAhead55      10
dorminjake          10
Andrew              10
annies              10
lanbah              10
azhar               10
Pramit              10
Alex Marzoña        10
leah                10
Jakob Spruce        10
Lucas Neufeld       10
Manu Ausin          10
Chandler Ferrebee   10
brycedylan          10
The_FUPA_God        10
Alex Teichman       10
Gavin               10
expectations        10
kwags0419           10
alexa               10
maya2000            10
McKenna Nalow       10
taylorsagemott      10
Richie Owens        10
Carrie Callaway     10
Chase Hutchinson    10
kwang               10
Tosh Farrell        10
Anthony             10
Queline             10
bray                10
robean              10
anewell             10
Paul                10
Abdullah            10
Petar Dukovski      10
Chrystian           10
jacob               10
Reyzando Nawara     10
Austin Thomas       10
comicsxcinema       10
Noah Ross           10
xan                 10
LittleSorrel        10
Jevin A.            10
Reider              10
Annie Westside      10
Dyl                 10
Kenta               10
youaresteph         10
camila              10
seltzersloth        10   https://letterboxd.com/seltzersloth/film/after-yang/
Andrew Bundy        10   https://letterboxd.com/andrewjb2517/film/after-yang/
Ran                 9
Katrina Peralta     9   https://letterboxd.com/clairefoy/film/after-yang/
kaiya shunyata      9   https://letterboxd.com/kaiyashunyata/film/after-yang/
Rob                 9
dylan boom          9   https://letterboxd.com/dboomkillah/film/after-yang/
CalebWard           9
Deepshikha Deb      9
NerdSoupAaron       9   https://letterboxd.com/nerdsoupaaron/film/after-yang/
Raff of Khan        9
Kleinzeit           9
Connor Meehan       9
Ryan McQuade        9
NoahGittell         9   https://letterboxd.com/noahgittell/film/after-yang/
AlexCormack         9
Jakob Sanchez       9
brownie3415         9
Brittany Fox        9   https://letterboxd.com/britafox/film/after-yang/
SofiaRivera         9
Geesuss             9
shuantown           9
Sammy               9
Brian Marks         9
danielleloucamp     9   https://letterboxd.com/danielleloucamp/film/after-yang/
Mohamed Shama       9
emhpc               9   https://letterboxd.com/emhpc/film/after-yang/
Caleb Wyneken       9   https://letterboxd.com/cjwynner21/film/after-yang/
Jack Moulton        9   https://letterboxd.com/jack/film/after-yang/
Manda               9
Jerry H.T.          9
Joel Garcia         9
Eden                9
loversdiscourse     9
Keith MacDonald     9
Rich Starnes        9
Josh                9
bunflrt             9
anna_roo            9
Patrick Patience    9
KentheCritic        9
DocNoir             9
Brendan Walsh       9
Emiliano Trinidad   9
Alejandra Buitrago  9
Karli Smith         9
Monirath            9
James Dooley        9
Marissa Lambert     9
Grant               9
sofyan              9
Gonzal0             9
lewiscollection     9
ashish lavudia      9
Rahul Radhakrishnan 9
kyle dunne          9
April Bethea        9
eshain              9
Eli Bernstein       9
evangrayk           9
Allison             9
Ross Bonaime        9
chrosTV             9
Emily               9
Dan_D               9
PeterPuletti        9
Michael Carvelli    9
Jasmine Graham      9
Mylia               9
Reggie’s Mom        9
Andrew Alan         9
Zach D'Amico        9
heide_m_rader       9
Jojoschmitty        9
jcolombotos         9
Laila               9
BKubacki9302        9
Josh Lobo           9
HNTR_               9
bough               9
jaden               9
Alison              9
Ryan Pradana        9
haeriyoon93         9
Owen                9
chandloski          9
Cam McAllister      9
Josh                9
rubi                9
Bry                 9
Micah Simmons       9
LeeLeJ              9
spacecatz           9
dte                 9
Stef Yoo-Min Florakis  9
pepp67              9
DrewKriv            9
Kevin Bertolero     9
bernardo            9
Nick Han            9
Vic Millar          9
diana del valle     9
irl407              9
rmutalik            9
Zach Hess           9
Emily               9
Chris Feil          9
Tumpsh              9
jordanilan          9
rasbolomon          9
Joel Whitaker       9
Jim Eustice         9
John George         9
zee                 9
Aaliyah             9
brooke halvorsen    9   https://letterboxd.com/ekoorb/film/after-yang/
SusBiscotti         9
Ash                 9
Edvardcat           9
Carson Cook         9
Michael Cook        9   https://letterboxd.com/thoroughlyme/film/after-yang/
Sara D’Amico        9
Molly               9
nickj0423           9
theregoesminky      9
sssssuzy            9
Nathan              9
anthonypapetti      9
lissa               9
chef jeff           9
Jordan Gustafson    9
Andrew Jupin        9
Michael Stack       9
Dion Wyn            9
will bjarnar        9
Christopher Cross   9
anqiyu              9
Madeline Henderson  9
Lucy                9
moxamed             9
☾ Chey ☽            9
abbymonteil         9
Jack                9
Tyia                9
Ethan               9
Dickie Greenleaf    9
Ken Zheng           9
Andy Yen            9
Shashwat            9
Jason_BE            9
Byron Adams         9
bill                9
cryvksr             9
chloe               9
grag                9
Will Oliver         9
Kate Schaller       9
hoomanwastaken      9
VadimBogdanov       9
pepitone            9
platty              9
byanrurt            9
Interrupt           9   https://letterboxd.com/interrupt/film/after-yang/
andrew ha           9
Merrick Cipriani    9
Daniel Zheng        9
Jordan Sellers      9
Visible Bruckman    9
nathalie            9
jacobwelk           9
ChrisB101           9
Josh Cooley         9
Dylan Hoang         9
Erika               9
Vizeit              9
joemollo            9
josh                9
ewfer               9
vinsonlk            9
kayla               9
brontos_r_us        9
Walter Neto         9
Wilson              9
Eitan               9   https://letterboxd.com/elkensky/film/after-yang/
Andrew 🌞            9
twotones            9
Lara E.             9
WhimsyWizardess     9   https://letterboxd.com/whimsywizardess/film/after-yang/
deah                9
Travis Burgess      9   https://letterboxd.com/travisb6528/film/after-yang/
ella                9
Ryan O'Toole        9
Lily                9
Kevin               9
monica              9
JackDumont          9
s h a w n           9
maija               9
BentJems            9
hulburd             9
Sara                9
kaitlinfell         9
Nick_H              9
Andrew Ross         9
Manny               9   https://letterboxd.com/m_magallon/film/after-yang/
kimberm             9
Reggie              9
Ezra Cubero         9
Momoko Mom          9
Bill Bria           9
acer john           9
Patrick             9
Karl Delossantos    9
Justin Eddy         9
katie               9
ana                 9
Joshua Gray         9
Drew Gregory        9
Kevin Lempke        9
BCJones             9
tyler               9
Dominic Rizzi       9
Mike Oz             9
Kenye               9
saxywalrusman       9
Hector Ha 🇵🇷        9
Vince Nunnelly      9
zoë                 9
eLOUsiv             9
Zach Pope           9
Sam Malone          9
persephone          9
Xander Struntz      9
nabeel              9
jonny               9
John Kendall        9
Aidan               9
Evan Kraft          9
Dylan               9
david               9
Brett Arnold        9
Caleb               9
Brian Skutle        9
Aldo                9
lukasreuther        9
Nick_E              9
Nick Naney          9
Megan Spell         9
noah                9
Nick Strauss        9
nothisisntlo        9
Clark Kline         9
Pietro              9
Ben Choate          9
Jakob               9
colelloyd_1         9
Abbie               9
diana               9
margot              9
libby               9   https://letterboxd.com/libbyr/film/after-yang/
alexliberatore      9   https://letterboxd.com/alexliberatore/film/after-yang/
Jack McDermott      9   https://letterboxd.com/jack2019/film/after-yang/
Gabriel             9
jihane              9
donnahayward        9   https://letterboxd.com/donnahayward/film/after-yang/
Sam Seagroves       9   https://letterboxd.com/phish671/film/after-yang/
Annie Mae           9
makenziecorbin      9
pat                 9
ale.                9
Christian Ortega    9
generic orange soda 🍊 9
danuv               9
kyra manlove        9
Colin Andrews       9
addisonhutch        9
Sean                9
Noa                 9
Christopher Kline   9
d e r e k 🎞         9   https://letterboxd.com/sdfilmreviews/film/after-yang/
winch               9   https://letterboxd.com/winch/film/after-yang/
Isaac Feldberg      9
humzaakbar          9
Courtney            8
Skyler ☕️           8
fotocinefila        8
Sam Williams        8   https://letterboxd.com/offensivename/film/after-yang/
Krystle             8
Tom Grey            8
Rafa Sales Ross     8   https://letterboxd.com/rafiews/film/after-yang/
maragibson          8
Emilio M. Luna      8
santiago            8
Ketzi               8   https://letterboxd.com/ketzi/film/after-yang/
leonormelara        8
bennylovesfilms     8
dreamsower          8   https://letterboxd.com/dreamsower/film/after-yang/
gravityfalling      8   https://letterboxd.com/gravityfalling/film/after-yang/
yeoknow             8   https://letterboxd.com/yeoknow/film/after-yang/
sonial394           8
Aaron Neuwirth      8
Ssutiwat            8   https://letterboxd.com/ssutiwat/film/after-yang/
Hannah              8
ali                 8
Jason Osia          8
Stephen             8
Zach Shevich        8
elliot              8
Evan Gelb           8
Oscar Buffalo       8
Adelyn              8
lou                 8
Alex_G              8
Preston Ray         8
plashricrem         8
Atom                8
michicant           8
Christian XCX       8
Connor Lagore       8
owen                8
Thom Denson         8
JGrobby             8
Nick Sansone        8
jasperbeckmen       8
alexs3              8
jrockower           8
swatz777            8
Rob_Jones           8
I. Simon            8
grayson             8
kbmy515             8
Colin               8
brice               8
Morgan Rojas        8
Eric Browning       8
vgl                 8
alexbigman          8
Ron🦦                8
Cormac Ó Ruairc     8
Justin Powell       8
justin anastasio    8
Keyser Soze         8
Quint               8
Luke Dias           8
davidiserson        8
paigead             8
Jacob               8
melikief            8
selomeee            8
Robert Burke        8
Joshua Albeza Branstetter 8
Ella Kemp           8
GabyCristina        8
TheDudeReviews      8
nickyblakey         8
iris                8
🕸Jacob 🍂            8
cris🧃 @ sundance ‘22 8   https://letterboxd.com/crispy_chicken/film/after-yang/
Wes Andre🕷🕷🕸        8   https://letterboxd.com/wesandre/film/after-yang/
Julianna            8
Bellazooks          8
Scout_Gabriel       8
froggy 🌻            8
bluejayn            8
peterafro           8
KUNST               8
mbh123              8
Kat Hughes          8
nucar               8
natalie             8
Piper Coyner        8
John                8
samhopko            8
diana del valle     8
AmandaTheJedi       8
Joshua              8
teamgal             8
Amos                8
lilian              8
mayavolkert         8
jonathan edge       8
Ernesto             8
GabeLapa            8
andie mck           8
Sarah               8
Kyle Faber          8
Chris Charpentier   8
Jack Lautaret       8
Sean Blanford       8
Tyler Walczak       8
oscar_heanue        8
acngbg              8
Andrew Pope         8
𝔡𝔞𝔯𝔠𝔶               8
LJ Matthews         8
Melinda Li          8
carter              8
Pjk                 8
carlos gonzález-salicrup 8
Rene                8
Chris Cabin         8
John Lane           8
Jayson              8
Jordy               8
aicul               8
diego andaluz       8
geoffrey            8
timmith78           8
m minton            8
lsdwa               8
Gonzal0             8
Jake                8
nathanolien         8
Caleb John Cushing  8
Jared               8
leninslawyer        8
jaya                8
It’s given to me by me 8
Adarsh Tummala      8
Jack Kolpitcke      8
carmen margarita    8
Christian Cortave   8
Levi                8
Sundancekid         8
Michael Gaborno     8
Cinebad             8
Snowbai             8
chrosTV             8
Jack Cox            8
Matthew Huh         8
Brad Gullickson     8
Alexander Hagani    8
Gio52               8
AustinHiggins       8
cat                 8
Alfredo Medina      8
Rob                 8
Dietz               8
chris               8   https://letterboxd.com/christurino/film/after-yang/
dash breaux         8   https://letterboxd.com/dashbreaux/film/after-yang/
Tanner Santo        8
Taylor Baker        8   https://letterboxd.com/earthstaylor/film/after-yang/
Wafflez             8
Ale Bellido         8
Caleb Knowles       8
Darshan Patel       8   https://letterboxd.com/darshanpatel/film/after-yang/
SWeidman122         8
Jacob_S             8
🪴 julia 🪴           8
Andrew Garcia       8
liamganion          8
AJ Ford             8
Dan Allen           8
JulieLandrum        8
Adam Brook          8
ChefPablo           8   https://letterboxd.com/chefpablo/film/after-yang/
jing                8
Matt                7
Michael Mejia       7   https://letterboxd.com/mjm95/film/after-yang/
James McRoy         7
Benjamin Leonard    7
Late Movie Reviews  7
Chadwin             7
nickcochran         7
Fabio Vera          7   https://letterboxd.com/fabiovera/film/after-yang/
Steven Demmler      7
Diana               7
Jay Collura         7
Acha🌍🌝              7
Shaun Munro         7
Kindred Michael     7
AngelMonkey         7
Rob Povey           7
cambrown2           7
Dennis Wei          7
IntakeCinema        7
MoonfallFan1969     7
Selena May          7
Ethan               7
thomaspercykim      7
Rendan Lovell       7
melino              7
Kelly Yu            7
kabocha             7
Tyler Moore         7
Gisselar13          7
Jordan Baker        7
CharlotSumtimes     7
Shamus              7
Ben                 7   https://letterboxd.com/neb810/film/after-yang/
Cole                7
BETZY               7
Colin               7
james💫              7
Nick                7
Shane Slater        7
Jacob               6
Pedro               6
mostlyjo            6
Luke                6
kannon              6   https://letterboxd.com/bleed/film/after-yang/
Scott Rice          6
Christin            6
ceeceerose          6
Julian              5
Sean Burns          4
Dip                 3
Josh Encinias       3
Morgan              1

"Happening (L'Événement)" (Audrey Diwan, Fr 2021) [Spotlight] <i>Venice</i>
#letterboxd
Letterboxd 2525_Ratings	7.6  https://letterboxd.com/film/happening/
Meloche             10
ninajotti           10
ocevk               10
leah                10   https://letterboxd.com/leache/film/happening/
Ksenia              9
polina veksler      9
LouHrbw             9
DogaGenderFluid     9
Lal                 9
Dark                9
Anastasia           9
Nahdas              9
Ahmet Gümüş         9
Markku_Ylipalo      9
Duck_Unter          9
isaaa19             9

"Neptune Frost" (Saul Williams, Anisia Uzeyman, Rwanda 2021) [Spotlight] <i>Toronto</i>
#letterboxd
Letterboxd 297_Ratings	6.82 https://letterboxd.com/film/neptune-frost/
Frances Meh         8

"Three Minutes - A Lengthening" (Bianca Stigter, 2021) [Spotlight] <i>Toronto</i>
#letterboxd
Letterboxd 58_Ratings	6.98  https://letterboxd.com/film/three-minutes-a-lengthening/
Anais Bordages      8
Sara Clements       8   https://letterboxd.com/mildredsfierce/film/three-minutes-a-lengthening/
kwk                 6
Marco Cerritos      5

"The Worst Person in the World" (Joachim Trier, Nor 2021) [Spotlight] <i>Cannes</i>
#Adam Solomons     A+    https://awardswatch.com/the-worst-person-in-the-world-review-joachim-triers-flirtatious-love-story-might-be-the-best-film-at-cannes-cannes-review/
#Richard Lawson     9.5 https://www.vanityfair.com/hollywood/2021/07/the-worst-person-in-the-world-is-the-best-film-at-cannes-so-far
#Pat Brown          8.8 https://www.slantmagazine.com/film/review-the-worst-person-in-the-world-will-restore-your-faith-in-the-rom-com/
Adam Solomons     A+    https://awardswatch.com/the-worst-person-in-the-world-review-joachim-triers-flirtatious-love-story-might-be-the-best-film-at-cannes-cannes-review/
Leah Greenblatt    10  https://ew.com/movies/movie-reviews/the-worst-person-in-the-world-review/
Siddhant Adlakha   9   https://www.ign.com/articles/the-worst-person-in-the-world-review
#letterboxd
Letterboxd 10290_Ratings	8.2  https://letterboxd.com/film/the-worst-person-in-the-world/
Kenzie Elizabeth    10   https://letterboxd.com/kenziee/film/the-worst-person-in-the-world/
Niruba Puvanendran  10
Edip Cevahir Moroğlu 10
hanningjade         10
Dasha               10
Alejandro           10
JakobKolness        10
Rob Whisman         10
andhendricks        10
WillyTeare          10
Ari Menes           10
abhiii              10
Torrance            10
ella                10   https://letterboxd.com/ellalmadden/film/the-worst-person-in-the-world/
Fernanda Carvalho   10
fatherjawnmisty     10   https://letterboxd.com/fatherjawnmisty/film/the-worst-person-in-the-world/
Alexander Hagani    10
blekspetl           10
cass                10   https://letterboxd.com/cassim/film/the-worst-person-in-the-world/
Judson Collier      10
defaz1990           10
G Haynes            10
munchmonster        10
handsome_pal        10
SaraRhn             10
betofanck           10
SweeneyTom          10
Anita Gonda         10
Stephanie           10
britt               10
court37             10
Jared Buckendahl    10
tmcgoldrick80       10
Joao de Almeida     10
Paola               10
Dalton              10
Caden Mantooth      10   https://letterboxd.com/cadenmantooth/film/the-worst-person-in-the-world/
slowestshow         10
andré               10
simon__             10
Jack                10
nora🐮               10
CAPSMAN             10
Evan                10
CSwindall           10
💀 ᴄɪɴᴇᴍᴀ ᴇxᴄʀᴇᴛᴀ 💀  10
luke                10
Amos                10
ac12262             10
Brenna Sherrill     10   https://letterboxd.com/brennasherrill/film/the-worst-person-in-the-world/
Paul                10   https://letterboxd.com/paulpdx/film/the-worst-person-in-the-world/
romesy              10
Ikhlasbuble         10
Jakob               10
parshan             10
Daniel Brilliant    10
Xaavy               10
andrewkeeney        10
Hariharan Rajendran 10
aiden lmao          10
Brian_K             10
Marbella Sosa       10
Brian Ojeda         10   https://letterboxd.com/mistercrane/film/the-worst-person-in-the-world/
Morgane             10
Zack San Agustin    10
aiburak             10
bru                 10
krimörk             10   https://letterboxd.com/krimorki/film/the-worst-person-in-the-world/
guzincinar          10
Junia               10   https://letterboxd.com/junnne/film/the-worst-person-in-the-world/
Matheus Malburg     10
Greatpowa           10
Andrea Espinosa     10
wildstrawberry      10   https://letterboxd.com/wildstrawberry/film/the-worst-person-in-the-world/
mel                 10   https://letterboxd.com/scifibi/film/the-worst-person-in-the-world/
jan 🍋               10
erikanils           10
luchilulu           10   https://letterboxd.com/luchilulu/film/the-worst-person-in-the-world/
Dannah Angela Tingala 10
Leonardo La Terza   10
｡ﾟ ☆ﾟ.              10
nihanceyn           10
Ty McGowen          10   https://letterboxd.com/ty_mcgowen/film/the-worst-person-in-the-world/
grctb               10
Ravindu Rukshan     10
sirène              10
film coholic        10   https://letterboxd.com/filmcoholic/film/the-worst-person-in-the-world/
john_newman_58      10
Fiorella Ivonne     10
Adrian Barber       10   https://letterboxd.com/boltonfilmfest/film/the-worst-person-in-the-world/
Winding Exam        10
kavilp              10   https://letterboxd.com/kavilp/film/the-worst-person-in-the-world/
jorgenk             10
jana                10
Deniz Özlü          10
Victor Dellazeri    10
fuzzymoon           10
CharlieNorth1       10
Soumya Sarkar       10   https://letterboxd.com/soumya_98/film/the-worst-person-in-the-world/
elsasilva           10
chialadekulture     10
SebQuaranta         10   https://letterboxd.com/sebquaranta/film/the-worst-person-in-the-world/
elfoo               10   https://letterboxd.com/elfoo/film/the-worst-person-in-the-world/
LebeauLabelle       10
dunya               10
Xandega Tahajuansya 10
kyra_shelter        10
Arcoverde13         10
jufunny00           10
s0phiesmith         10
Debmalya            10
delivertowill       10
brōc                10
cassy               10   https://letterboxd.com/ca_ssius/film/the-worst-person-in-the-world/
Hansen_李            10
japanesegun         10
aokigaharakei       10   https://letterboxd.com/aokigaharakei/film/the-worst-person-in-the-world/
huggablepear        10
abel                10
GabsRamos           10   https://letterboxd.com/gabsramos/film/the-worst-person-in-the-world/
Nicole Kaw          10
maitepaixao         10   https://letterboxd.com/maitepaixao/film/the-worst-person-in-the-world/
Shahzad Yunas       10
Javi                10
Paulo Scholze       10   https://letterboxd.com/pabloesqueleto/film/the-worst-person-in-the-world/
João Pedro          10
keannuu             10
nourhanayman        10
sam                 10
Megan Bitchell      10
jkubsie             10
Drew Shannon        10
Mark Roosma         10
vulturestar         10
Flavia              10
eamonhewitt         10
Ryan Privett        10
Dan Hoffman         10
lenadelavl          10
helena              10
Abby_Lawrence       10
Adina Alterman      10
Abhimanyu           10
Nahuel              10
kelo kelo           10   https://letterboxd.com/kelisabethrm/film/the-worst-person-in-the-world/
moodygroovybaby     10
willnostromo        10
Lucía Molteni       10
keunike             10
kerenk              10
hadleyrosenbaum     10
MaisaLauren         10
carmen              10
Drev Verdida        10
Luis Guillermo      10
Khályta             10
FatRenton           10
DukeSilver          10
Thiago Ramari       10
Tatiane Guimarães   10
mattgosling         10
Hugo Filipe         10
Mpaipillal          10
esin                10
Riley Grandson      10
Luciano Mader       10
Matheus Henrique    10
mariahlqc           10
kaiya shunyata      10
MPatzzz             10
Chase Hutchinson    10
marianasoletti      10
Vic                 10
padwantwo           10
KathleenH           10
lula                10
Estergullander      10
1602                10
Claudio Alvarez     10
marianafrts         10
Linda 🌸             10
heide_m_rader       10
clovisalmeida       10
larissa             10
alejandroalbak      10
Cesar Chagas        10
mettugi             10
m1amivice           10
nomyhead            10
D.A.                10
thunder_road        10
jsjoana             10
Tylor               10
martina✨            10
Nikola              10
Samuel              10
annabelle           10
Porter Brinton      10   https://letterboxd.com/just_porter/film/the-worst-person-in-the-world/
Isabella            10
afumacdougall       10
isabguimaraes       10
gülce               10
ebsz                10
madu                10
lettertojuliet      10
u_la                10
cout                10
CosmeMB             10
Sofie Lebow         10
melisagone          10
BenVasion           10   https://letterboxd.com/benvasion/film/the-worst-person-in-the-world/
carolainecarla      10
Sam Saxby           10
lara                10   https://letterboxd.com/larasan/film/the-worst-person-in-the-world/
Beril Irem Sezer    10
Pepao               10   https://letterboxd.com/pepao/film/the-worst-person-in-the-world/
Ilebekk             10
denizkolos          10
colingenieur        10
koicow              10
MrBobert            10   https://letterboxd.com/mrbobert/film/the-worst-person-in-the-world/
varbauss            10   https://letterboxd.com/varbauss/film/the-worst-person-in-the-world/
João Werlang        10
crims00nn           10   https://letterboxd.com/crims00nn/film/the-worst-person-in-the-world/
elifsenaguvenc      10
kdot1929            10
Daniela Amores      10
slicedupeyeball     10
Thiagoss            10
leneh               10
Dhritee Bordoloi    10
called letterbox i think you’d like it 10
Valenpiscinne       10   https://letterboxd.com/valenpiscinne/film/the-worst-person-in-the-world/
shabnampzh          10
Gabriel Rubim       10
keanseenan          10
ciara               10
Michael Barringer   10
kasparilas          10
diego24d            10
cande               10   https://letterboxd.com/candetrunzo/film/the-worst-person-in-the-world/
Donny Santos        10   https://letterboxd.com/donnyik/film/the-worst-person-in-the-world/
PainOfBoredom       10   https://letterboxd.com/manishkumar4321/film/the-worst-person-in-the-world/
Melvin Wevers       10
thomascalhoon       10
alienclown          10
jeangirardbanks     10
Debra_L             10
ptolemys            10
✨ marti ✨           10   https://letterboxd.com/martib11/film/the-worst-person-in-the-world/
_EvanCL             10
Ben Kallam          10
Dielfo              10
Regina Rojas        10
Shane               10
annnnna             10   https://letterboxd.com/akomandareva/film/the-worst-person-in-the-world/
Nino Rigotti        10
jollibitch          10   https://letterboxd.com/jollibitch/film/the-worst-person-in-the-world/
snish               10
Zachary Sean        10
Nick_G              10
tsivaku2            10
Hasib               10
Chloe               10
kiva                10
zeynepdenizz        10
matt 🍜              10
Maria Miruna Solomon 10
caillin             10
Ashley Troup        10
Theo97              10
punishtwinks        10   https://letterboxd.com/punishtwinks/film/the-worst-person-in-the-world/
honeycairo__        10
tony230             10
Paul Banjawan       10
Daniela             10
Vlad717             10
Diego               10   https://letterboxd.com/diegogzzzz/film/the-worst-person-in-the-world/
Queenofhearts22     10
Cade Movies         10
deniz               10
Kong                10
Nadia               10
simgezcbn           10   https://letterboxd.com/simgezcbn/film/the-worst-person-in-the-world/
Brandon Tuzio       10   https://letterboxd.com/tututuzio/film/the-worst-person-in-the-world/
jonatasrueda        10   https://letterboxd.com/jonatasrueda/film/the-worst-person-in-the-world/
Surdilovics         10
Monique Arevalo     10   https://letterboxd.com/thatpeggyrogers/film/the-worst-person-in-the-world/
j2tiger             10
Monica Roebuck      10   https://letterboxd.com/heyitsmonica/film/the-worst-person-in-the-world/
James               10   https://letterboxd.com/jamesampongan_/film/the-worst-person-in-the-world/
oykumetanoia        10
Jacob Zembower      10   https://letterboxd.com/film_bottom/film/the-worst-person-in-the-world/
Rohan               10   https://letterboxd.com/rohan1/film/the-worst-person-in-the-world/
internacionala      10
wardaddy            10   https://letterboxd.com/baratasena/film/the-worst-person-in-the-world/
Kevin Wight         10
Mel                 10
Johannes Klintman   10
Josh Lobo           10   https://letterboxd.com/josholobo/film/the-worst-person-in-the-world/
panelli             10
Alya                10   https://letterboxd.com/alyaay/film/the-worst-person-in-the-world/
Alex Liebensfeld    10
Tim Hilbert         10
Rach                10   https://letterboxd.com/rachaelx97/film/the-worst-person-in-the-world/
taylor              10
kyla                10
Drew                10
Ay.__.leen          10
Jacqueline          10
jordan              10
Madeline Stone      10
paola               10
nicolejolly         10
nsnell              10
Adarsh Tummala      10
shaominc            10
Alycat_xo           10
jortizluis          10
lolelliot           10
Tyler               10
Arabella McClure    10   https://letterboxd.com/amcclure14/film/the-worst-person-in-the-world/
marian 🌿            10   https://letterboxd.com/honeyclips/film/the-worst-person-in-the-world/
Suskie              10
Krittin             10
Kerby Olsen         10
criley              10
P.J. Guinto         10
Felker              10
Rogelio             10
Huntley Sims        10
rfeldman9           10
surfsup             10
Vitor Borges        10
Cowshow             10
Caitlin Weis        10
macarenaccss        10
Andy Yen            10   https://letterboxd.com/renowned/film/the-worst-person-in-the-world/
Rafi Levi           10
Colby Clanton       10
Reece Pasquinelli   10
connor_nielson      10
emily_m             10
RK Cobb             10
Eric                10
Vic Millar          10
Cobe Alvarez        10
Gabe                10
bnaj                10
Nolan               10
Ben Schell          10
Brendan             10
Chelsea             10
Alex Horton         10
yaesteadly          10
Jonathan            10
Jeremy Camp         10
jeseminx            10
Devon Torrey Bryant 10   https://letterboxd.com/dtb/film/the-worst-person-in-the-world/
jaden ha            10
tsofu               10
Dex                 10
justnatj            10
Mark Levy           10
emilyfcheever       10
Quinton Johnson     10
ellavalois          10
evangrayk           10
sortofkasey         10
mila                10
Nico Adamski        10
Connor Ashley       10
gharrison           10
Cody Paulsen        10
mbh123              10
thedayofthedot      10
Jacob Rincon        10
Tyia                10
shaun karle         10
Lucy                10
lauralabrecque      10
Bill Bria           10
somersetoneil       10
Ben                 10
Amelia              10
Jenitzski           10
Aaron Washing       10
K. Sully            10
Dion Almuena        10
Kerri               10
Henry Chen          10
Josh Cooley         10
lyss                10
unkemptmike         10
Daniel A. Jacobson  10
llcooley            10
Phaedra             10
Oliver              10
Patrick Patience    10
sav                 10
baolinhkn           10
Brad Stowell        10
w3irdfish3s         10
John Xenakis        10
Reganne             10
Alex Ufkin          10
Whitney             10
paigead             10
Matt Pyne           10
virginfinalgirl     10
brookeburns         10
lenakohls           10
rogerdeakins        10   https://letterboxd.com/rogerdeakins/film/the-worst-person-in-the-world/
Annie Westside      10   https://letterboxd.com/halscv/film/the-worst-person-in-the-world/
Brendan Drewry      10   https://letterboxd.com/starfox505/film/the-worst-person-in-the-world/
Justin Powell       10
Chadwick Webb       10
Aaliyah             10
vince               10   https://letterboxd.com/thankgod4vince/film/the-worst-person-in-the-world/
ChefPablo           10
Hunter Christian    10
Justin Lee          10
diggsy90            10
Jason               10
midrangegravy       10
Pjk                 10
Ted Meyer           10
Melissa Stetten     10
camila              10   https://letterboxd.com/llamahouses/film/the-worst-person-in-the-world/
lardesiu            10
Illumatronics       10
xxxni               10
Dulce Hernandez     10
Izabela             10
edenlederer         10
Matt                10
Rohitavra Majumdar  10
Anastasia           10
Adelyn              10
calebvandenboom     10
jpdesastres         10
BrunoCG             10
winter_zero         10
Mauro Macchiaroli   10
Cynthia Cynthia     10
sublimebussy        10
mehargujral         10
Eric Browning       10
JMO                 10
sidfreeman          10
Gabe_K              10
ladhav              10
Andrew              10
Kenneth Sánchez     10
madlines            10
DiegoCaro           10
Puckman             10
